,IICGSAT,TXILALEV,CIGEVER,MMTRD30D,IICGIRTB,CC30EST,IICGRGDY,IICGAVD,HL30EST,CR30EST,DNICNSP,IICRKAGE,MMTPLOS2,MMBTREC2,FUCIG21,CIGFLAG,IICD2YFU,HALEMCTD,COCNEEDL,MEDMJALL,PROBATON,MMLS5LBS,IEMFLAG,HALFLAG,MMGSELL
10458,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
28656,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
3808,1,0,1,93,1,93,1,1,93,91,0,9,93,93,1,1,3,93,2,93,2,993,1,1,93
18037,9,0,1,93,9,91,9,9,91,91,0,9,93,93,1,1,9,91,91,93,2,993,1,0,93
28384,1,0,1,93,1,91,1,1,91,91,0,9,93,93,1,1,3,91,91,93,2,993,0,0,93
3370,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
11060,9,0,1,93,9,93,9,9,91,91,0,9,93,93,1,1,9,91,2,93,2,993,1,0,93
34780,9,0,1,93,9,91,9,9,91,91,0,9,93,93,1,1,3,91,91,93,2,993,1,0,93
7423,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
34175,9,0,1,93,9,93,9,9,93,93,0,1,93,93,1,1,9,93,2,93,2,993,1,1,93
54334,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
8569,9,0,1,99,9,91,9,9,93,91,0,9,99,99,1,1,3,99,91,99,2,999,1,1,99
7824,9,0,1,91,9,91,9,9,91,91,0,9,91,91,1,1,9,91,91,91,2,991,0,0,91
2876,9,0,1,91,9,91,9,9,91,91,0,9,91,91,1,1,3,91,91,91,2,991,0,0,91
39698,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
11000,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
37827,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
21439,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
32074,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
2770,9,0,1,91,9,91,9,9,91,91,0,9,91,91,1,1,3,91,91,91,2,991,1,0,91
34881,9,0,1,93,9,91,9,9,91,91,0,9,93,93,1,1,9,91,91,93,2,993,0,0,93
40146,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
29084,1,1,1,99,1,91,1,1,91,91,1,9,99,2,1,1,3,91,91,99,2,999,1,0,99
26631,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
35244,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
14914,9,0,1,93,9,91,9,9,91,91,0,9,93,93,2,1,9,91,91,93,2,993,0,0,93
52906,9,0,2,99,9,91,9,9,91,91,0,9,99,99,2,0,9,91,91,99,2,999,0,0,99
5964,1,0,1,93,1,91,1,1,91,91,1,9,93,93,1,1,3,91,91,93,2,993,0,0,93
33243,9,0,1,91,9,91,9,9,91,91,0,9,91,91,1,1,9,91,91,91,2,991,0,0,91
37333,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
39692,9,0,1,91,9,91,9,9,91,91,0,9,91,91,1,1,9,91,91,91,2,991,0,0,91
20435,9,0,1,99,9,91,9,9,93,91,0,9,99,1,1,1,9,93,91,99,2,999,1,1,99
27619,9,0,1,99,9,91,9,9,91,91,0,9,99,99,1,1,9,91,91,99,2,999,0,0,99
50550,9,0,1,93,9,91,9,9,91,91,0,9,93,93,1,1,3,91,91,93,2,993,0,0,93
36325,1,0,1,91,1,91,1,1,91,91,0,9,91,91,2,1,9,91,91,91,2,991,0,0,91
11082,9,0,1,93,9,91,9,9,91,91,0,9,93,93,1,1,3,91,91,93,2,993,0,0,93
49586,9,1,1,93,9,93,9,9,91,91,0,9,93,93,1,1,3,91,2,93,2,993,1,0,93
36301,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
23756,1,0,1,93,1,93,1,1,91,91,1,9,93,93,1,1,3,91,2,93,1,993,1,0,93
45681,1,0,1,99,1,91,1,1,91,91,1,9,99,99,1,1,3,91,91,99,2,999,1,0,99
25621,9,0,1,99,9,91,9,9,91,91,0,9,99,99,1,1,9,91,91,99,2,999,1,0,99
9584,9,1,1,99,9,93,9,9,93,91,0,9,99,1,1,1,9,99,2,99,2,999,1,1,99
12142,9,0,1,93,9,91,9,9,91,91,0,9,93,93,1,1,9,91,91,93,2,993,0,0,93
5725,9,0,2,93,9,93,9,9,99,91,0,9,93,93,2,0,9,99,2,93,2,993,1,1,93
1714,9,0,1,93,9,91,9,9,91,91,0,9,93,93,1,1,9,91,91,93,2,993,0,0,93
44881,1,0,1,91,1,91,1,1,91,91,0,9,91,91,1,1,3,91,91,91,2,991,1,0,91
47687,1,0,1,93,1,91,1,1,93,91,1,9,93,93,1,1,3,93,91,93,2,993,1,1,93
39521,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,1,991,1,0,91
45037,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
7916,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
51232,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
50603,9,0,1,91,9,91,9,9,91,91,0,9,91,91,2,1,9,91,91,91,2,991,0,0,91
36852,9,0,1,91,9,91,9,9,91,91,0,9,91,91,1,1,9,91,91,91,2,991,0,0,91
20015,9,0,1,91,9,91,9,9,91,91,0,9,91,91,1,1,3,91,91,93,2,991,0,0,91
5283,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
45905,9,0,1,91,9,91,9,9,91,91,0,9,91,91,1,1,9,91,91,91,2,991,0,0,91
15999,9,0,1,91,9,91,9,9,91,91,0,9,91,91,1,1,9,91,91,91,2,991,0,0,91
32466,1,0,1,93,1,91,1,1,93,91,0,9,93,93,1,1,9,99,91,93,2,993,1,1,93
37554,1,0,1,93,1,91,1,1,91,91,1,9,93,93,1,1,3,91,91,93,2,993,0,0,93
12733,9,0,1,91,9,91,9,9,91,91,0,9,91,91,1,1,3,91,91,91,2,991,0,0,91
10826,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
2589,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
10004,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
49972,9,0,1,91,9,91,9,9,91,91,0,9,91,91,1,1,9,91,91,91,2,991,0,0,91
40397,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
18328,1,0,1,93,1,91,1,1,91,91,1,9,93,93,1,1,3,91,91,93,2,993,1,0,93
29928,9,0,1,93,9,91,9,9,91,91,0,9,93,93,1,1,3,91,91,93,2,993,0,0,93
50023,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
35393,9,0,1,99,9,91,9,9,91,91,0,9,99,2,1,1,9,91,91,99,2,999,0,0,99
40867,9,0,2,99,9,91,9,9,93,91,0,9,99,99,2,0,9,93,91,1,2,999,1,1,99
48895,9,0,1,93,9,91,9,9,91,91,0,9,93,93,1,1,9,91,91,93,2,993,0,0,93
29903,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
8268,1,0,1,99,1,91,1,1,91,91,1,9,99,99,1,1,3,91,91,99,2,999,0,0,99
2911,1,1,1,99,1,93,1,1,93,91,1,9,99,99,1,1,3,93,2,99,2,999,1,1,99
23042,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
48620,9,0,1,93,9,91,9,9,91,91,0,9,93,93,1,1,3,91,91,93,2,993,0,0,93
30165,9,1,1,93,9,93,9,9,93,91,0,9,93,93,1,1,3,93,2,93,2,993,1,1,93
35365,9,0,2,93,9,91,9,9,91,91,0,9,93,93,2,0,9,91,91,93,2,993,0,0,93
6887,9,0,1,99,9,91,9,9,91,91,0,9,99,99,1,1,9,97,91,99,2,999,1,0,99
13528,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,1,0,91
3841,9,0,2,99,9,91,9,9,91,91,0,9,99,99,2,0,9,91,91,99,2,999,0,0,99
25827,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
8627,9,0,1,93,9,93,9,9,91,91,0,9,93,93,1,1,3,91,2,93,2,993,1,0,93
37107,9,0,1,91,9,91,9,9,91,91,0,9,91,91,1,1,9,91,91,91,2,991,0,0,91
14877,9,0,1,91,9,91,9,9,91,91,0,9,91,91,1,1,3,91,91,91,2,991,0,0,91
44627,1,0,1,93,1,91,1,1,99,91,0,9,93,93,1,1,9,99,91,93,2,993,1,1,93
50298,9,0,1,91,9,91,9,9,91,91,0,9,91,91,1,1,9,91,91,91,2,991,0,0,91
52746,9,0,1,93,9,93,9,9,93,91,0,9,93,93,1,1,9,93,2,93,2,993,1,1,93
7546,1,1,1,99,1,91,1,1,93,91,1,9,99,99,1,1,3,93,91,99,2,999,1,1,99
2241,1,0,1,93,1,91,1,1,91,91,1,9,93,93,1,1,3,91,91,93,2,993,1,0,93
27419,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
35782,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
3569,9,0,1,99,9,93,9,9,93,91,0,9,99,99,1,1,3,93,2,99,2,999,1,1,99
55032,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
48833,9,0,1,93,9,93,9,9,91,91,0,9,93,93,1,1,9,91,2,93,2,993,1,0,93
30690,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
40026,1,1,1,93,1,93,1,1,91,91,1,9,93,93,1,1,3,91,2,93,2,993,1,0,93
22637,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
13570,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
26028,9,0,1,91,9,91,9,9,91,91,0,9,91,91,2,1,9,91,91,91,2,991,0,0,91
40801,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
32369,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
2004,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
25100,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
45833,9,0,1,99,9,91,9,9,91,91,0,9,99,99,1,1,9,91,91,99,2,999,1,0,99
54760,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
5220,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,98,91,91,2,991,0,0,91
54232,9,0,1,93,9,91,9,9,91,91,0,9,93,93,1,1,9,91,91,93,2,993,0,0,93
12887,9,0,2,99,9,91,9,9,91,91,0,9,99,99,2,0,9,91,91,99,2,999,0,0,99
32697,9,0,1,93,9,91,9,9,91,91,0,9,93,93,1,1,9,91,91,93,2,993,0,0,93
2135,1,0,1,91,1,91,1,1,91,91,1,9,91,91,1,1,3,91,91,91,1,991,0,0,91
54783,9,0,1,93,9,91,9,9,91,91,0,9,93,93,1,1,9,91,91,93,2,993,0,0,93
16591,9,0,1,99,9,91,9,9,91,91,0,9,99,99,1,1,9,91,91,99,2,999,0,0,99
48969,1,0,1,99,1,93,1,1,91,91,0,9,99,99,1,1,3,91,2,99,2,999,1,0,99
4179,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
13144,9,0,1,93,9,91,9,9,91,91,0,9,93,93,1,1,9,91,91,93,2,993,1,0,93
4591,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
28807,9,0,1,99,9,91,9,9,93,91,0,9,99,99,1,1,9,93,91,99,2,999,1,1,99
27757,9,0,1,91,9,91,9,9,91,91,0,9,91,91,1,1,3,91,91,91,2,991,0,0,91
5996,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
23047,1,1,1,93,1,93,1,1,93,93,1,1,93,93,1,1,3,93,1,93,2,993,1,1,93
49741,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
5353,9,0,1,93,9,91,9,9,91,91,0,9,93,93,1,1,3,91,91,93,2,993,0,0,93
36484,1,0,1,99,1,91,1,1,93,91,1,9,99,99,1,1,3,93,91,99,2,999,1,1,99
26124,1,0,1,93,1,93,1,1,91,93,1,1,93,93,1,1,3,91,2,93,2,993,1,0,93
10391,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
44408,9,0,2,99,9,91,9,9,91,91,0,9,99,99,2,0,9,91,91,99,1,999,1,0,99
1725,9,0,2,93,9,91,9,9,91,91,0,9,93,93,2,0,9,91,91,93,2,993,0,0,93
35043,9,0,1,99,9,91,9,9,91,91,0,9,99,2,1,1,9,91,91,99,2,999,1,0,99
47922,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
30652,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
13938,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
5269,9,0,1,91,9,91,9,9,91,91,0,9,91,91,1,1,9,91,91,91,2,991,0,0,91
32439,1,0,1,93,1,91,1,1,91,91,1,9,93,93,1,1,3,91,91,93,2,993,1,0,93
23152,9,0,1,93,9,91,9,9,91,91,0,9,93,93,2,1,3,91,91,93,2,993,1,0,93
37342,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,1,0,91
16718,9,0,1,93,9,91,9,9,91,91,0,9,93,93,1,1,3,91,91,93,2,993,0,0,93
30265,9,0,1,93,9,91,9,9,91,91,0,9,93,93,1,1,3,91,91,93,2,993,0,0,93
9666,9,0,1,99,9,93,9,9,93,91,0,9,99,99,1,1,1,99,2,99,2,999,1,1,99
32052,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
17431,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,93,2,991,0,0,91
16538,1,0,1,99,1,93,1,1,93,91,0,9,99,99,1,1,3,99,2,99,2,999,1,1,99
49812,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
33666,9,0,1,91,9,91,9,9,91,91,0,9,91,91,1,1,9,91,91,91,2,991,0,0,91
31952,9,0,1,99,9,91,9,9,91,91,0,9,99,99,1,1,9,91,91,99,1,999,1,0,99
27518,1,0,1,91,1,91,1,1,91,91,0,9,91,91,1,1,3,91,91,91,2,991,0,0,91
9572,1,0,1,93,1,91,1,1,91,91,1,9,93,93,1,1,3,91,91,93,2,993,0,0,93
53738,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
10071,1,0,1,99,1,91,1,1,91,91,0,9,99,99,1,1,3,91,91,99,2,999,0,0,99
31734,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
20078,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,1,0,91
45313,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
11792,9,0,1,91,9,91,9,9,91,91,0,9,91,91,1,1,9,91,91,91,2,991,0,0,91
55155,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
36069,9,0,1,91,9,91,9,9,91,91,0,9,91,91,1,1,3,91,91,91,2,991,0,0,91
34193,1,0,1,99,1,91,1,1,93,91,1,9,99,99,1,1,3,93,91,99,2,999,1,1,99
10803,9,0,2,99,9,91,9,9,91,91,0,9,99,99,2,0,9,91,91,99,2,999,0,0,99
3768,9,0,1,91,9,91,9,9,91,91,0,9,91,91,1,1,9,91,91,91,2,991,0,0,91
41404,1,0,1,99,1,93,1,1,93,93,0,1,99,99,1,1,3,93,2,99,1,999,1,1,99
35572,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
34265,1,0,1,93,1,91,1,1,91,91,0,9,93,93,1,1,9,91,91,93,2,993,1,0,93
2743,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
27614,9,0,1,99,9,91,9,9,93,91,0,9,99,99,1,1,9,99,91,99,2,999,1,1,99
23748,1,0,1,99,1,93,1,1,93,91,0,9,99,99,1,1,3,99,2,99,2,999,1,1,99
36380,1,0,1,91,1,91,1,1,91,91,0,9,91,91,2,1,9,91,91,91,2,991,1,0,91
44149,9,0,2,93,9,91,9,9,93,91,0,9,93,93,2,0,9,93,91,93,2,993,1,1,93
18127,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
1652,1,0,1,99,1,91,1,1,91,91,0,9,99,99,2,1,9,91,91,99,2,999,0,0,99
30665,9,0,2,99,9,91,9,9,91,91,0,9,99,99,2,0,9,91,91,99,2,999,0,0,99
4444,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
16081,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
53680,9,0,1,93,9,91,9,9,91,91,0,9,93,93,1,1,9,91,91,93,2,993,0,0,93
16413,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
34272,1,0,1,93,1,91,1,1,91,91,1,9,93,93,1,1,3,91,91,93,2,993,0,0,93
55020,1,0,1,93,1,93,1,1,93,91,1,9,93,93,1,1,3,93,2,93,2,993,1,1,93
28218,9,0,1,93,9,91,9,9,91,91,0,9,93,93,1,1,3,91,91,93,2,993,0,0,93
2227,1,0,1,91,1,91,1,1,91,91,0,9,91,91,1,1,3,91,91,91,2,991,0,0,91
45982,9,0,1,91,9,91,9,9,91,91,0,9,91,91,1,1,3,91,91,91,2,991,0,0,91
33315,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
18393,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,1,0,91
29298,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
28397,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
20679,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
31829,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
19208,1,0,1,93,1,91,1,1,93,91,1,9,93,93,1,1,3,93,91,93,2,993,1,1,93
18050,9,0,1,91,9,91,9,9,91,91,0,9,91,91,1,1,9,91,91,91,2,991,0,0,91
42856,9,0,2,99,9,91,9,9,91,91,0,9,99,99,2,0,9,99,91,99,2,999,0,0,99
48572,9,0,2,93,9,91,9,9,91,91,0,9,93,93,2,0,9,91,91,93,2,993,0,0,93
53494,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,1,0,91
28727,1,0,1,93,1,91,1,1,91,91,0,9,93,93,1,1,9,91,91,93,2,993,0,0,93
16011,1,1,1,99,1,91,1,1,93,91,0,9,99,99,1,1,3,93,91,99,2,999,1,1,99
5569,9,0,1,99,9,91,9,9,91,91,0,9,99,99,1,1,3,91,91,99,2,999,0,0,99
26264,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
19578,9,0,1,91,9,91,9,9,91,91,0,9,91,91,1,1,9,91,91,91,2,991,0,0,91
40359,1,0,1,91,1,91,1,1,91,91,0,9,91,91,1,1,3,91,91,91,2,991,0,0,91
41916,1,0,1,99,1,91,1,1,91,91,0,9,99,99,1,1,9,91,91,99,2,999,0,0,99
14770,9,0,1,91,9,91,9,9,91,91,0,9,91,91,1,1,9,91,91,91,2,991,1,0,91
4002,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
50546,1,0,1,99,1,93,1,1,93,93,1,1,99,99,1,1,3,93,1,99,2,999,1,1,99
20590,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
26448,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
40627,9,0,1,93,9,91,9,9,91,91,0,9,93,93,1,1,9,91,91,93,2,993,0,0,93
27621,9,0,2,99,9,91,9,9,91,91,0,9,99,99,2,0,9,91,91,2,2,999,0,0,99
32404,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
4404,9,0,1,91,9,91,9,9,91,91,0,9,91,91,1,1,9,91,91,91,2,991,0,0,91
10057,1,0,1,99,1,91,1,1,91,91,0,9,99,99,1,1,9,91,91,99,2,999,0,0,99
33268,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
45033,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
19490,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,1,0,91
22816,1,0,1,99,1,99,1,1,93,91,0,9,99,99,1,1,9,99,2,99,2,999,1,1,99
37640,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
38572,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
7191,9,0,1,93,9,91,9,9,91,91,0,9,93,93,1,1,9,91,91,93,2,993,0,0,93
3855,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
33845,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
18996,9,0,1,93,9,91,9,9,91,91,0,9,93,93,1,1,9,91,91,93,2,993,0,0,93
9785,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
20138,1,0,1,99,1,91,1,1,98,91,1,9,99,99,1,1,3,99,91,99,1,999,1,1,99
44309,1,0,1,99,1,91,1,1,91,91,1,9,99,99,1,1,3,91,91,99,2,999,1,0,99
19953,9,0,1,91,9,91,9,9,91,91,0,9,91,91,1,1,9,91,91,91,2,991,0,0,91
20183,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
50410,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
32443,1,1,1,93,1,93,1,1,93,93,1,1,93,93,1,1,3,93,2,93,1,993,1,1,93
51637,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
5585,1,0,1,91,1,91,1,1,91,91,0,9,91,91,1,1,9,91,91,91,2,991,0,0,91
12073,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
7162,9,0,1,99,9,99,9,9,91,91,0,9,99,99,1,1,9,91,2,99,2,999,1,0,99
42128,1,0,1,93,1,93,1,1,91,91,0,9,93,93,1,1,9,91,2,93,2,993,1,0,93
7231,1,0,1,99,1,93,1,1,93,91,1,9,99,99,1,1,3,93,2,99,2,999,1,1,99
23746,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
53944,9,0,1,93,9,91,9,9,91,91,0,9,93,93,1,1,9,91,91,93,2,993,0,0,93
35727,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,1,0,91
12933,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
41095,1,0,1,99,1,91,1,1,93,91,0,9,99,2,1,1,9,99,91,99,2,999,1,1,99
54666,9,0,1,93,9,91,9,9,91,91,0,9,93,93,1,1,3,91,91,93,2,993,0,0,93
14652,9,1,1,93,9,93,9,9,91,91,0,9,93,93,1,1,9,91,2,93,2,993,1,0,93
51207,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
54362,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
18942,9,1,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
41661,1,0,1,93,1,93,1,1,93,93,1,1,93,93,1,1,3,93,2,93,2,993,1,1,93
5476,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
38428,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,94,991,0,0,91
26562,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
10220,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
21745,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
17180,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
54537,9,0,2,91,9,91,9,9,98,91,0,9,91,91,2,0,9,98,91,91,2,991,1,0,91
15270,1,1,1,93,1,93,1,1,93,93,1,1,93,93,1,1,3,93,2,93,2,993,1,1,93
38273,9,1,1,93,9,93,9,9,93,93,0,1,93,93,1,1,3,93,1,93,2,993,1,1,93
29839,9,0,1,93,9,91,9,9,93,91,0,9,93,93,1,1,3,93,91,93,2,993,1,1,93
34080,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
7327,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
34179,9,0,1,91,9,91,9,9,91,91,0,9,91,91,2,1,3,91,91,91,2,991,0,0,91
8893,9,0,2,99,9,91,9,9,91,91,0,9,99,99,2,0,9,91,91,99,2,999,0,0,99
26725,9,0,1,93,9,91,9,9,91,91,0,9,93,93,2,1,9,91,91,93,2,993,1,0,93
43287,9,0,2,91,9,91,9,9,91,91,0,9,91,91,2,0,9,91,91,91,2,991,0,0,91
47033,1,0,1,99,1,91,1,1,91,91,1,9,99,99,1,1,3,91,91,99,2,999,0,0,99
32382,1,1,1,99,1,93,1,1,93,93,1,1,99,99,1,1,3,93,2,99,2,999,1,1,99
12763,1,0,1,91,1,91,1,1,91,91,1,9,91,91,1,1,3,91,91,91,2,991,0,0,91
50496,1,0,1,99,1,93,1,1,93,91,0,9,99,99,1,1,3,93,2,99,2,999,1,1,99
